joinname_author,gender,sector,level,level_2010,level_changed,university,universityrank,department,georegion,first_pub,last_pub,years_diff,total_pub,year,n_author,f_i,int_score,int_pre_post,ANVUR,pub_pre_post,c_avg,cit_pre_post,coauthors_pre_post,fss,fss_pre_post,fascia_journal,fascia_pre_post,proportion_fascia,uni_cat,uniDept,id
marci_tito,M,SPS/12,full professor,associate professor,not_same_level,"ROMA ""La Sapienza""",high,Political Sciences,center,2008,2015,7,9,2012,1,1,0,0,Post_ANVUR,5,3.55972696245734,1,0,0.060919540229885,0.060919540229885,fascia_A,5,1,43,43   Political Sciences,311
marci_tito,M,SPS/12,full professor,associate professor,not_same_level,"ROMA ""La Sapienza""",high,Political Sciences,center,2008,2015,7,9,2010,1,1,0,0,Before_ANVUR,4,5.21022727272727,0,0,0.060919540229885,0,fascia_A,4,1,43,43   Political Sciences,311
marci_tito,M,SPS/12,full professor,associate professor,not_same_level,"ROMA ""La Sapienza""",high,Political Sciences,center,2008,2015,7,9,2009,1,1,0,0,Before_ANVUR,4,6.25454545454546,0,0,0.060919540229885,0,fascia_A,4,1,43,43   Political Sciences,311
marci_tito,M,SPS/12,full professor,associate professor,not_same_level,"ROMA ""La Sapienza""",high,Political Sciences,center,2008,2015,7,9,2009,1,1,0,0,Before_ANVUR,4,6.25454545454546,0,0,0.060919540229885,0,fascia_A,4,1,43,43   Political Sciences,311
marci_tito,M,SPS/12,full professor,associate professor,not_same_level,"ROMA ""La Sapienza""",high,Political Sciences,center,2008,2015,7,9,2008,1,1,0,0,Before_ANVUR,4,8.54545454545455,0,0,0.060919540229885,0,fascia_A,4,1,43,43   Political Sciences,311
maretti_mara,F,SPS/07,assistant professor,assistant professor,same_level,CHIETI-PESCARA,medium,Humanities,south,2012,2014,2,4,2014,1,1,0,0,Post_ANVUR,4,1.59946949602122,9,1,0.75211377860882,0.75211377860882,not_fascia_A,3,0.75,14,14   Humanities,312
maretti_mara,F,SPS/07,assistant professor,assistant professor,same_level,CHIETI-PESCARA,medium,Humanities,south,2012,2014,2,4,2014,2,0.5,0,0,Post_ANVUR,4,1.59946949602122,9,1,0.75211377860882,0.75211377860882,not_fascia_A,3,0.75,14,14   Humanities,312
maretti_mara,F,SPS/07,assistant professor,assistant professor,same_level,CHIETI-PESCARA,medium,Humanities,south,2012,2014,2,4,2014,3,0.333333333333333,0,0,Post_ANVUR,4,1.59946949602122,9,1,0.75211377860882,0.75211377860882,not_fascia_A,3,0.75,14,14   Humanities,312
maretti_mara,F,SPS/07,assistant professor,assistant professor,same_level,CHIETI-PESCARA,medium,Humanities,south,2012,2014,2,4,2012,2,0.5,0,0,Post_ANVUR,4,3.55972696245734,9,1,0.75211377860882,0.75211377860882,fascia_A,1,0.25,14,14   Humanities,312
marinelli_alberto,M,SPS/08,full professor,full professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2011,2011,1,1,2011,2,0.5,0,0,Post_ANVUR,1,5.28971962616822,0,1,0,0,not_fascia_A,1,1,43,43   Social Sciences,313
marotta_gemma,F,SPS/12,associate professor,associate professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2007,2015,8,3,2015,1,1,0,0,Post_ANVUR,2,0.420353982300885,0,0,0,0,fascia_A,2,1,43,43   Social Sciences,314
marotta_gemma,F,SPS/12,associate professor,associate professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2007,2015,8,3,2013,1,1,0,0,Post_ANVUR,2,2.34501347708895,0,0,0,0,fascia_A,2,1,43,43   Social Sciences,314
marotta_gemma,F,SPS/12,associate professor,associate professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2007,2015,8,3,2007,1,1,0,0,Before_ANVUR,1,11.8645833333333,0,0,0,0,fascia_A,1,1,43,43   Social Sciences,314
martelli_alessandro,M,SPS/07,assistant professor,assistant professor,same_level,BOLOGNA,high,Sociology,north,2012,2013,1,2,2013,1,1,0,0,Post_ANVUR,2,2.34501347708895,2,1,0.852873563218391,0.852873563218391,fascia_A,1,0.5,7,7   Sociology,315
martelli_alessandro,M,SPS/07,assistant professor,assistant professor,same_level,BOLOGNA,high,Sociology,north,2012,2013,1,2,2012,3,0.333333333333333,0,0,Post_ANVUR,2,3.55972696245734,2,1,0.852873563218391,0.852873563218391,not_fascia_A,1,0.5,7,7   Sociology,315
martelli_stefano,M,SPS/08,full professor,full professor,same_level,BOLOGNA,high,Humanities,north,2006,2006,1,1,2006,1,1,0,0,Before_ANVUR,1,8.55208333333333,0,0,0,0,not_fascia_A,1,1,7,7   Humanities,316
martignani_luca,M,SPS/07,assistant professor,unknown,not_same_level,BOLOGNA,high,Sociology,north,2011,2014,3,3,2014,1,1,0,0,Post_ANVUR,3,1.59946949602122,1,0.333333333333333,0.06301531213192,0.06301531213192,not_fascia_A,2,0.666666666666667,7,7   Sociology,317
martignani_luca,M,SPS/07,assistant professor,unknown,not_same_level,BOLOGNA,high,Sociology,north,2011,2014,3,3,2012,2,0.5,0,0,Post_ANVUR,3,3.55972696245734,1,0.333333333333333,0.06301531213192,0.06301531213192,not_fascia_A,2,0.666666666666667,7,7   Sociology,317
martignani_luca,M,SPS/07,assistant professor,unknown,not_same_level,BOLOGNA,high,Sociology,north,2011,2014,3,3,2011,1,1,0,0,Post_ANVUR,3,5.28971962616822,1,0.333333333333333,0.06301531213192,0.06301531213192,fascia_A,1,0.333333333333333,7,7   Sociology,317
martinelli_monica,F,SPS/07,associate professor,assistant professor,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2012,2015,3,3,2015,1,1,0,0,Post_ANVUR,3,0.420353982300885,1,0.333333333333333,0.142145593869732,0.142145593869732,not_fascia_A,2,0.666666666666667,13,13   Social Sciences,318
martinelli_monica,F,SPS/07,associate professor,assistant professor,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2012,2015,3,3,2013,1,1,0,0,Post_ANVUR,3,2.34501347708895,1,0.333333333333333,0.142145593869732,0.142145593869732,fascia_A,1,0.333333333333333,13,13   Social Sciences,318
martinelli_monica,F,SPS/07,associate professor,assistant professor,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2012,2015,3,3,2012,2,0.5,0,0,Post_ANVUR,3,3.55972696245734,1,0.333333333333333,0.142145593869732,0.142145593869732,not_fascia_A,2,0.666666666666667,13,13   Social Sciences,318
martino_valentina,F,SPS/08,assistant professor,assistant professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2012,2015,3,2,2015,4,0.25,0.75,0.541666666666667,Post_ANVUR,2,0.420353982300885,1,2.5,0.031213380206669,0.031213380206669,not_fascia_A,2,1,43,43   Social Sciences,319
martino_valentina,F,SPS/08,assistant professor,assistant professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2012,2015,3,2,2012,3,0.333333333333333,0.333333333333333,0.541666666666667,Post_ANVUR,2,3.55972696245734,1,2.5,0.031213380206669,0.031213380206669,not_fascia_A,2,1,43,43   Social Sciences,319
martire_fabrizio,M,SPS/07,assistant professor,assistant professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2008,2015,7,3,2015,3,0.333333333333333,0,0,Post_ANVUR,2,0.420353982300885,1,3,0.012183908045977,0.012183908045977,fascia_A,2,1,43,43   Social Sciences,320
martire_fabrizio,M,SPS/07,assistant professor,assistant professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2008,2015,7,3,2013,5,0.2,0,0,Post_ANVUR,2,2.34501347708895,1,3,0.012183908045977,0.012183908045977,fascia_A,2,1,43,43   Social Sciences,320
martire_fabrizio,M,SPS/07,assistant professor,assistant professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2008,2015,7,3,2008,4,0.25,0,0,Before_ANVUR,1,8.54545454545455,0,3,0.012183908045977,0,fascia_A,1,1,43,43   Social Sciences,320
marzano_marco,M,SPS/09,full professor,full professor,same_level,BERGAMO,medium,Humanities,north,2007,2013,6,5,2013,1,1,0,0,Post_ANVUR,3,2.34501347708895,5,0.333333333333333,0.669196125261167,0.306858531424604,not_fascia_A,3,1,5,5   Humanities,321
marzano_marco,M,SPS/09,full professor,full professor,same_level,BERGAMO,medium,Humanities,north,2007,2013,6,5,2013,2,0.5,0,0,Post_ANVUR,3,2.34501347708895,5,0.333333333333333,0.669196125261167,0.306858531424604,not_fascia_A,3,1,5,5   Humanities,321
marzano_marco,M,SPS/09,full professor,full professor,same_level,BERGAMO,medium,Humanities,north,2007,2013,6,5,2012,1,1,0,0,Post_ANVUR,3,3.55972696245734,5,0.333333333333333,0.669196125261167,0.306858531424604,not_fascia_A,3,1,5,5   Humanities,321
marzano_marco,M,SPS/09,full professor,full professor,same_level,BERGAMO,medium,Humanities,north,2007,2013,6,5,2009,1,1,0,0,Before_ANVUR,2,6.25454545454546,24,0,0.669196125261167,0.362337593836563,not_fascia_A,2,1,5,5   Humanities,321
marzano_marco,M,SPS/09,full professor,full professor,same_level,BERGAMO,medium,Humanities,north,2007,2013,6,5,2007,1,1,0,0,Before_ANVUR,2,11.8645833333333,24,0,0.669196125261167,0.362337593836563,not_fascia_A,2,1,5,5   Humanities,321
marzo_pier_luca,M,SPS/07,assistant professor,assistant professor,same_level,MESSINA,medium,Psychology,isolated,2007,2007,1,1,2007,1,1,0,0,Before_ANVUR,1,11.8645833333333,0,0,0,0,not_fascia_A,1,1,27,27   Psychology,322
mascheroni_giovanna,F,SPS/08,assistant professor,unknown,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2007,2015,8,9,2015,3,0.333333333333333,0.666666666666667,0.3125,Post_ANVUR,8,0.420353982300885,14,1.25,0.882678546466448,0.59821849378866,not_fascia_A,8,1,13,13   Social Sciences,323
mascheroni_giovanna,F,SPS/08,assistant professor,unknown,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2007,2015,8,9,2014,2,0.5,0,0.3125,Post_ANVUR,8,1.59946949602122,14,1.25,0.882678546466448,0.59821849378866,not_fascia_A,8,1,13,13   Social Sciences,323
mascheroni_giovanna,F,SPS/08,assistant professor,unknown,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2007,2015,8,9,2014,3,0.333333333333333,0.666666666666667,0.3125,Post_ANVUR,8,1.59946949602122,14,1.25,0.882678546466448,0.59821849378866,not_fascia_A,8,1,13,13   Social Sciences,323
mascheroni_giovanna,F,SPS/08,assistant professor,unknown,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2007,2015,8,9,2013,1,1,0,0.3125,Post_ANVUR,8,2.34501347708895,14,1.25,0.882678546466448,0.59821849378866,not_fascia_A,8,1,13,13   Social Sciences,323
mascheroni_giovanna,F,SPS/08,assistant professor,unknown,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2007,2015,8,9,2013,2,0.5,0.5,0.3125,Post_ANVUR,8,2.34501347708895,14,1.25,0.882678546466448,0.59821849378866,not_fascia_A,8,1,13,13   Social Sciences,323
mascheroni_giovanna,F,SPS/08,assistant professor,unknown,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2007,2015,8,9,2012,1,1,0,0.3125,Post_ANVUR,8,3.55972696245734,14,1.25,0.882678546466448,0.59821849378866,not_fascia_A,8,1,13,13   Social Sciences,323
mascheroni_giovanna,F,SPS/08,assistant professor,unknown,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2007,2015,8,9,2012,3,0.333333333333333,0.333333333333333,0.3125,Post_ANVUR,8,3.55972696245734,14,1.25,0.882678546466448,0.59821849378866,not_fascia_A,8,1,13,13   Social Sciences,323
mascheroni_giovanna,F,SPS/08,assistant professor,unknown,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2007,2015,8,9,2011,3,0.333333333333333,0.333333333333333,0.3125,Post_ANVUR,8,5.28971962616822,14,1.25,0.882678546466448,0.59821849378866,not_fascia_A,8,1,13,13   Social Sciences,323
mascheroni_giovanna,F,SPS/08,assistant professor,unknown,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2007,2015,8,9,2007,1,1,0,0,Before_ANVUR,1,11.8645833333333,27,0,0.882678546466448,0.284460052677787,not_fascia_A,1,1,13,13   Social Sciences,323
mascio_antonella,F,SPS/08,assistant professor,assistant professor,same_level,BOLOGNA,high,Medicine,north,2012,2015,3,2,2015,5,0.2,0,0,Post_ANVUR,2,0.420353982300885,0,2,0,0,not_fascia_A,2,1,7,7   Medicine,324
mascio_antonella,F,SPS/08,assistant professor,assistant professor,same_level,BOLOGNA,high,Medicine,north,2012,2015,3,2,2012,1,1,0,0,Post_ANVUR,2,3.55972696245734,0,2,0,0,not_fascia_A,2,1,7,7   Medicine,324
massa_agostino,M,SPS/07,assistant professor,assistant professor,same_level,GENOVA,high,Political Sciences,north,2007,2007,1,1,2007,1,1,0,0,Before_ANVUR,1,11.8645833333333,0,0,0,0,fascia_A,1,1,19,19   Political Sciences,325
massari_monica,F,SPS/07,associate professor,assistant professor,not_same_level,"NAPOLI ""Federico II""",high,Political Sciences,south,2006,2006,1,1,2006,1,1,0,0,Before_ANVUR,1,8.55208333333333,0,0,0,0,not_fascia_A,1,1,32,32   Political Sciences,326
masullo_giuseppe,M,SPS/07,assistant professor,unknown,not_same_level,SALERNO,high,Humanities,south,2012,2015,3,2,2015,1,1,0,0,Post_ANVUR,2,0.420353982300885,1,4,0.01040446006889,0.01040446006889,fascia_A,1,0.5,47,47   Humanities,327
masullo_giuseppe,M,SPS/07,assistant professor,unknown,not_same_level,SALERNO,high,Humanities,south,2012,2015,3,2,2012,9,0.111111111111111,0,0,Post_ANVUR,2,3.55972696245734,1,4,0.01040446006889,0.01040446006889,not_fascia_A,1,0.5,47,47   Humanities,327
matteucci_ivana,F,SPS/08,associate professor,associate professor,same_level,Urbino Carlo Bo,medium,Humanities,center,2012,2012,1,1,2012,1,1,0,0,Post_ANVUR,1,3.55972696245734,1,0,0.280920421860019,0.280920421860019,not_fascia_A,1,1,66,66   Humanities,328
mattioli_francesco,M,SPS/08,full professor,full professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2012,2012,1,1,2012,1,1,0,0,Post_ANVUR,1,3.55972696245734,0,0,0,0,not_fascia_A,1,1,43,43   Social Sciences,329
mattoni_alice,F,SPS/08,assistant professor,unknown,not_same_level,Scuola Normale Superiore di PISA,low,Humanities,center,2007,2014,7,11,2014,2,0.5,0.5,0.45,Post_ANVUR,10,1.59946949602122,32,1.1,1.49920519588861,1.40288009868555,not_fascia_A,10,1,51,51   Humanities,330
mattoni_alice,F,SPS/08,assistant professor,unknown,not_same_level,Scuola Normale Superiore di PISA,low,Humanities,center,2007,2014,7,11,2014,2,0.5,0.5,0.45,Post_ANVUR,10,1.59946949602122,32,1.1,1.49920519588861,1.40288009868555,not_fascia_A,10,1,51,51   Humanities,330
mattoni_alice,F,SPS/08,assistant professor,unknown,not_same_level,Scuola Normale Superiore di PISA,low,Humanities,center,2007,2014,7,11,2014,2,0.5,0.5,0.45,Post_ANVUR,10,1.59946949602122,32,1.1,1.49920519588861,1.40288009868555,not_fascia_A,10,1,51,51   Humanities,330
mattoni_alice,F,SPS/08,assistant professor,unknown,not_same_level,Scuola Normale Superiore di PISA,low,Humanities,center,2007,2014,7,11,2014,2,0.5,0.5,0.45,Post_ANVUR,10,1.59946949602122,32,1.1,1.49920519588861,1.40288009868555,not_fascia_A,10,1,51,51   Humanities,330
mattoni_alice,F,SPS/08,assistant professor,unknown,not_same_level,Scuola Normale Superiore di PISA,low,Humanities,center,2007,2014,7,11,2013,3,0.333333333333333,0.666666666666667,0.45,Post_ANVUR,10,2.34501347708895,32,1.1,1.49920519588861,1.40288009868555,not_fascia_A,10,1,51,51   Humanities,330
mattoni_alice,F,SPS/08,assistant professor,unknown,not_same_level,Scuola Normale Superiore di PISA,low,Humanities,center,2007,2014,7,11,2013,2,0.5,0.5,0.45,Post_ANVUR,10,2.34501347708895,32,1.1,1.49920519588861,1.40288009868555,not_fascia_A,10,1,51,51   Humanities,330
mattoni_alice,F,SPS/08,assistant professor,unknown,not_same_level,Scuola Normale Superiore di PISA,low,Humanities,center,2007,2014,7,11,2013,1,1,0,0.45,Post_ANVUR,10,2.34501347708895,32,1.1,1.49920519588861,1.40288009868555,not_fascia_A,10,1,51,51   Humanities,330
mattoni_alice,F,SPS/08,assistant professor,unknown,not_same_level,Scuola Normale Superiore di PISA,low,Humanities,center,2007,2014,7,11,2013,3,0.333333333333333,0.666666666666667,0.45,Post_ANVUR,10,2.34501347708895,32,1.1,1.49920519588861,1.40288009868555,not_fascia_A,10,1,51,51   Humanities,330
mattoni_alice,F,SPS/08,assistant professor,unknown,not_same_level,Scuola Normale Superiore di PISA,low,Humanities,center,2007,2014,7,11,2013,3,0.333333333333333,0.666666666666667,0.45,Post_ANVUR,10,2.34501347708895,32,1.1,1.49920519588861,1.40288009868555,not_fascia_A,10,1,51,51   Humanities,330
mattoni_alice,F,SPS/08,assistant professor,unknown,not_same_level,Scuola Normale Superiore di PISA,low,Humanities,center,2007,2014,7,11,2012,1,1,0,0.45,Post_ANVUR,10,3.55972696245734,32,1.1,1.49920519588861,1.40288009868555,not_fascia_A,10,1,51,51   Humanities,330
mattoni_alice,F,SPS/08,assistant professor,unknown,not_same_level,Scuola Normale Superiore di PISA,low,Humanities,center,2007,2014,7,11,2007,2,0.5,0.5,0.5,Before_ANVUR,1,11.8645833333333,16,1,1.49920519588861,0.09632509720306,not_fascia_A,1,1,51,51   Humanities,330
mattozzi_alvise,M,SPS/08,assistant professor,unknown,not_same_level,Libera Università di BOLZANO,low,NA,north,2013,2014,1,3,2014,2,0.5,0,0,Post_ANVUR,3,1.59946949602122,4,1,0.952258820838337,0.952258820838337,not_fascia_A,2,0.666666666666667,23,23   NA,331
mattozzi_alvise,M,SPS/08,assistant professor,unknown,not_same_level,Libera Università di BOLZANO,low,NA,north,2013,2014,1,3,2014,2,0.5,0,0,Post_ANVUR,3,1.59946949602122,4,1,0.952258820838337,0.952258820838337,fascia_A,1,0.333333333333333,23,23   NA,331
mattozzi_alvise,M,SPS/08,assistant professor,unknown,not_same_level,Libera Università di BOLZANO,low,NA,north,2013,2014,1,3,2013,2,0.5,0,0,Post_ANVUR,3,2.34501347708895,4,1,0.952258820838337,0.952258820838337,not_fascia_A,2,0.666666666666667,23,23   NA,331
maturo_antonio_francesco,M,SPS/07,associate professor,associate professor,same_level,BOLOGNA,high,Sociology,north,2010,2015,5,5,2015,2,0.5,1,1,Post_ANVUR,4,0.420353982300885,18,0.25,1.5012298515619,1.42445776868295,not_fascia_A,3,0.75,7,7   Sociology,332
maturo_antonio_francesco,M,SPS/07,associate professor,associate professor,same_level,BOLOGNA,high,Sociology,north,2010,2015,5,5,2014,1,1,NA,1,Post_ANVUR,4,1.59946949602122,18,0.25,1.5012298515619,1.42445776868295,not_fascia_A,3,0.75,7,7   Sociology,332
maturo_antonio_francesco,M,SPS/07,associate professor,associate professor,same_level,BOLOGNA,high,Sociology,north,2010,2015,5,5,2014,1,1,NA,1,Post_ANVUR,4,1.59946949602122,18,0.25,1.5012298515619,1.42445776868295,fascia_A,1,0.25,7,7   Sociology,332
maturo_antonio_francesco,M,SPS/07,associate professor,associate professor,same_level,BOLOGNA,high,Sociology,north,2010,2015,5,5,2012,1,1,NA,1,Post_ANVUR,4,3.55972696245734,18,0.25,1.5012298515619,1.42445776868295,not_fascia_A,3,0.75,7,7   Sociology,332
maturo_antonio_francesco,M,SPS/07,associate professor,associate professor,same_level,BOLOGNA,high,Sociology,north,2010,2015,5,5,2010,1,1,NA,NaN,Before_ANVUR,1,5.21022727272727,2,0,1.5012298515619,0.076772082878953,not_fascia_A,1,1,7,7   Sociology,332
mauceri_sergio,M,SPS/07,assistant professor,assistant professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2010,2015,5,3,2015,2,0.5,0.5,0.25,Post_ANVUR,2,0.420353982300885,1,0.5,0.144234480089556,0.125041459369818,fascia_A,1,0.5,43,43   Social Sciences,333
mauceri_sergio,M,SPS/07,assistant professor,assistant professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2010,2015,5,3,2014,1,1,0,0.25,Post_ANVUR,2,1.59946949602122,1,0.5,0.144234480089556,0.125041459369818,not_fascia_A,1,0.5,43,43   Social Sciences,333
mauceri_sergio,M,SPS/07,assistant professor,assistant professor,same_level,"ROMA ""La Sapienza""",high,Social Sciences,center,2010,2015,5,3,2010,2,0.5,0,0,Before_ANVUR,1,5.21022727272727,1,1,0.144234480089556,0.019193020719738,fascia_A,1,1,43,43   Social Sciences,333
mazzette_antonietta,F,SPS/10,full professor,full professor,same_level,SASSARI,medium,Political Sciences,isolated,2015,2015,1,1,2015,6,0.166666666666667,0,0,Post_ANVUR,1,0.420353982300885,0,5,0,0,not_fascia_A,1,1,49,49   Political Sciences,334
mazzoleni_gianpietro,M,SPS/08,full professor,full professor,same_level,MILANO,high,Social Sciences,north,2006,2015,9,9,2015,1,1,0,0.711038961038961,Post_ANVUR,6,0.420353982300885,28,7.83333333333333,0.153499662556282,0.151418564777204,not_fascia_A,6,1,28,28   Social Sciences,335
mazzoleni_gianpietro,M,SPS/08,full professor,full professor,same_level,MILANO,high,Social Sciences,north,2006,2015,9,9,2014,12,0.083333333333333,0.916666666666667,0.711038961038961,Post_ANVUR,6,1.59946949602122,28,7.83333333333333,0.153499662556282,0.151418564777204,not_fascia_A,6,1,28,28   Social Sciences,335
mazzoleni_gianpietro,M,SPS/08,full professor,full professor,same_level,MILANO,high,Social Sciences,north,2006,2015,9,9,2013,12,0.083333333333333,0.916666666666667,0.711038961038961,Post_ANVUR,6,2.34501347708895,28,7.83333333333333,0.153499662556282,0.151418564777204,not_fascia_A,6,1,28,28   Social Sciences,335
mazzoleni_gianpietro,M,SPS/08,full professor,full professor,same_level,MILANO,high,Social Sciences,north,2006,2015,9,9,2013,11,0.090909090909091,0.909090909090909,0.711038961038961,Post_ANVUR,6,2.34501347708895,28,7.83333333333333,0.153499662556282,0.151418564777204,not_fascia_A,6,1,28,28   Social Sciences,335
mazzoleni_gianpietro,M,SPS/08,full professor,full professor,same_level,MILANO,high,Social Sciences,north,2006,2015,9,9,2013,14,0.071428571428572,0.857142857142857,0.711038961038961,Post_ANVUR,6,2.34501347708895,28,7.83333333333333,0.153499662556282,0.151418564777204,not_fascia_A,6,1,28,28   Social Sciences,335
mazzoleni_gianpietro,M,SPS/08,full professor,full professor,same_level,MILANO,high,Social Sciences,north,2006,2015,9,9,2012,3,0.333333333333333,0.666666666666667,0.711038961038961,Post_ANVUR,6,3.55972696245734,28,7.83333333333333,0.153499662556282,0.151418564777204,not_fascia_A,6,1,28,28   Social Sciences,335
mazzoleni_gianpietro,M,SPS/08,full professor,full professor,same_level,MILANO,high,Social Sciences,north,2006,2015,9,9,2010,2,0.5,0,0.296296296296296,Before_ANVUR,3,5.21022727272727,2,3,0.153499662556282,0.002081097779078,not_fascia_A,3,1,28,28   Social Sciences,335
mazzoleni_gianpietro,M,SPS/08,full professor,full professor,same_level,MILANO,high,Social Sciences,north,2006,2015,9,9,2007,9,0.111111111111111,0.888888888888889,0.296296296296296,Before_ANVUR,3,11.8645833333333,2,3,0.153499662556282,0.002081097779078,not_fascia_A,3,1,28,28   Social Sciences,335
mazzoleni_gianpietro,M,SPS/08,full professor,full professor,same_level,MILANO,high,Social Sciences,north,2006,2015,9,9,2006,1,1,0,0.296296296296296,Before_ANVUR,3,8.55208333333333,2,3,0.153499662556282,0.002081097779078,not_fascia_A,3,1,28,28   Social Sciences,335
mazzoni_marco,M,SPS/08,associate professor,assistant professor,not_same_level,PERUGIA,high,Social Sciences,center,2014,2015,1,6,2015,3,0.333333333333333,0.5,0.25,Post_ANVUR,6,0.420353982300885,6,1.16666666666667,1.87562189054726,1.87562189054726,not_fascia_A,6,1,37,37   Social Sciences,336
mazzoni_marco,M,SPS/08,associate professor,assistant professor,not_same_level,PERUGIA,high,Social Sciences,center,2014,2015,1,6,2015,2,0.5,0.5,0.25,Post_ANVUR,6,0.420353982300885,6,1.16666666666667,1.87562189054726,1.87562189054726,not_fascia_A,6,1,37,37   Social Sciences,336
mazzoni_marco,M,SPS/08,associate professor,assistant professor,not_same_level,PERUGIA,high,Social Sciences,center,2014,2015,1,6,2014,2,0.5,0,0.25,Post_ANVUR,6,1.59946949602122,6,1.16666666666667,1.87562189054726,1.87562189054726,not_fascia_A,6,1,37,37   Social Sciences,336
mazzoni_marco,M,SPS/08,associate professor,assistant professor,not_same_level,PERUGIA,high,Social Sciences,center,2014,2015,1,6,2014,2,0.5,0.5,0.25,Post_ANVUR,6,1.59946949602122,6,1.16666666666667,1.87562189054726,1.87562189054726,not_fascia_A,6,1,37,37   Social Sciences,336
mazzoni_marco,M,SPS/08,associate professor,assistant professor,not_same_level,PERUGIA,high,Social Sciences,center,2014,2015,1,6,2014,2,0.5,0,0.25,Post_ANVUR,6,1.59946949602122,6,1.16666666666667,1.87562189054726,1.87562189054726,not_fascia_A,6,1,37,37   Social Sciences,336
mazzoni_marco,M,SPS/08,associate professor,assistant professor,not_same_level,PERUGIA,high,Social Sciences,center,2014,2015,1,6,2014,2,0.5,0,0.25,Post_ANVUR,6,1.59946949602122,6,1.16666666666667,1.87562189054726,1.87562189054726,not_fascia_A,6,1,37,37   Social Sciences,336
mazzucchelli_sara,F,SPS/08,assistant professor,unknown,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2015,2015,1,1,2015,2,0.5,0,0,Post_ANVUR,1,0.420353982300885,0,1,0,0,not_fascia_A,1,1,13,13   Social Sciences,337
meda_stefania_giada,F,SPS/08,assistant professor,unknown,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2014,2014,1,2,2014,4,0.25,0,0,Post_ANVUR,2,1.59946949602122,2,3,0.312603648424544,0.312603648424544,not_fascia_A,2,1,13,13   Social Sciences,338
meda_stefania_giada,F,SPS/08,assistant professor,unknown,not_same_level,Cattolica del Sacro Cuore,high,Social Sciences,north,2014,2014,1,2,2014,4,0.25,0,0,Post_ANVUR,2,1.59946949602122,2,3,0.312603648424544,0.312603648424544,not_fascia_A,2,1,13,13   Social Sciences,338
mela_alfredo,M,SPS/10,full professor,full professor,same_level,Politecnico di TORINO,medium,Engineering,north,2007,2007,1,1,2007,2,0.5,0,0,Before_ANVUR,1,11.8645833333333,4,1,0.168568920105356,0.168568920105356,not_fascia_A,1,1,42,42   Engineering,339
mele_vincenzo,M,SPS/08,assistant professor,unknown,not_same_level,PISA,high,Social Sciences,center,2015,2015,1,1,2015,1,1,0,0,Post_ANVUR,1,0.420353982300885,2,0,4.75789473684211,4.75789473684211,not_fascia_A,1,1,39,39   Social Sciences,340
melossi_dario,M,SPS/12,full professor,full professor,same_level,BOLOGNA,high,Humanities,north,2007,2015,8,12,2015,4,0.25,0.5,0.125,Post_ANVUR,8,0.420353982300885,1,0.625,0.094361177830598,0.05330459770115,not_fascia_A,8,1,7,7   Humanities,341
melossi_dario,M,SPS/12,full professor,full professor,same_level,BOLOGNA,high,Humanities,north,2007,2015,8,12,2014,1,1,0,0.125,Post_ANVUR,8,1.59946949602122,1,0.625,0.094361177830598,0.05330459770115,not_fascia_A,8,1,7,7   Humanities,341
melossi_dario,M,SPS/12,full professor,full professor,same_level,BOLOGNA,high,Humanities,north,2007,2015,8,12,2013,1,1,0,0.125,Post_ANVUR,8,2.34501347708895,1,0.625,0.094361177830598,0.05330459770115,not_fascia_A,8,1,7,7   Humanities,341
melossi_dario,M,SPS/12,full professor,full professor,same_level,BOLOGNA,high,Humanities,north,2007,2015,8,12,2013,1,1,0,0.125,Post_ANVUR,8,2.34501347708895,1,0.625,0.094361177830598,0.05330459770115,not_fascia_A,8,1,7,7   Humanities,341
